layer,ztz,ftf,norm_z,norm_f,norm_z_hat,l_recon,text
23,252273.1,117450.86,502.26794,342.71103,485.45084,24065.152, Have fun learning more about the plants found throughout Belize. And definitely
24,299342.97,156228.78,547.12244,395.25787,529.5864,30314.578, Have fun learning more about the plants found throughout Belize. And definitely
25,322424.5,202764.7,567.82434,450.294,526.8117,38913.914, Have fun learning more about the plants found throughout Belize. And definitely
1,7357.9004,18363.412,85.778206,135.51167,83.558975,426.3726,", increasing the chances of an electoral disaster for the billionaire boys club"
2,8271.054,7327.314,90.945335,85.59973,85.474174,884.8285,", increasing the chances of an electoral disaster for the billionaire boys club"
3,6876.8438,5033.373,82.926735,70.946266,74.87167,1205.4025,", increasing the chances of an electoral disaster for the billionaire boys club"
4,9085.884,4940.439,95.3199,70.28825,82.504105,2261.234,", increasing the chances of an electoral disaster for the billionaire boys club"
5,8561.051,4537.844,92.52595,67.363525,84.69265,1489.2322,", increasing the chances of an electoral disaster for the billionaire boys club"
6,10768.891,5554.22,103.77326,74.52664,97.28673,2235.1067,", increasing the chances of an electoral disaster for the billionaire boys club"
7,12278.534,5769.836,110.80855,75.959435,100.77985,2049.5908,", increasing the chances of an electoral disaster for the billionaire boys club"
8,16483.777,7665.8887,128.38916,87.55506,119.192986,2075.447,", increasing the chances of an electoral disaster for the billionaire boys club"
9,16244.443,7617.2773,127.45369,87.277016,120.15234,2030.7815,", increasing the chances of an electoral disaster for the billionaire boys club"
10,22587.27,9964.851,150.29062,99.8241,138.54233,3079.6914,", increasing the chances of an electoral disaster for the billionaire boys club"
11,24620.713,11090.02,156.90988,105.30916,144.2075,3701.5889,", increasing the chances of an electoral disaster for the billionaire boys club"
12,41279.477,17775.58,203.17351,133.32509,191.78662,4963.1475,", increasing the chances of an electoral disaster for the billionaire boys club"
13,31843.049,14409.656,178.44621,120.04023,161.1761,5125.67,", increasing the chances of an electoral disaster for the billionaire boys club"
14,44563.14,20733.387,211.09984,143.99092,193.63089,6203.4243,", increasing the chances of an electoral disaster for the billionaire boys club"
15,44597.336,22796.582,211.18082,150.98537,196.59694,6119.302,", increasing the chances of an electoral disaster for the billionaire boys club"
16,51991.29,27381.07,228.01599,165.47226,213.58557,6627.8896,", increasing the chances of an electoral disaster for the billionaire boys club"
17,66419.94,35808.5,257.72067,189.23134,242.69794,8250.715,", increasing the chances of an electoral disaster for the billionaire boys club"
18,62769.523,38072.867,250.53847,195.1227,241.67305,8182.6455,", increasing the chances of an electoral disaster for the billionaire boys club"
19,89073.51,50814.67,298.45184,225.4211,286.54416,10259.353,", increasing the chances of an electoral disaster for the billionaire boys club"
20,84603.61,56518.48,290.867,237.73616,267.51813,12125.551,", increasing the chances of an electoral disaster for the billionaire boys club"
21,117825.89,73402.47,343.25775,270.9289,320.322,14147.064,", increasing the chances of an electoral disaster for the billionaire boys club"
22,157393.84,98130.625,396.72894,313.2581,369.1549,19034.275,", increasing the chances of an electoral disaster for the billionaire boys club"
23,197714.69,122709.555,444.65118,350.29922,414.43427,28243.959,", increasing the chances of an electoral disaster for the billionaire boys club"
24,262500.88,163548.66,512.3484,404.4115,472.179,46672.355,", increasing the chances of an electoral disaster for the billionaire boys club"
25,346003.75,237940.97,588.2208,487.79193,515.8302,69830.086,", increasing the chances of an electoral disaster for the billionaire boys club"
1,7470.516,13366.081,86.432144,115.61177,84.3494,335.58673," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
2,9055.301,8230.973,95.15935,90.72471,91.203026,823.49817," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
3,8742.878,5842.3916,93.50336,76.43554,89.09533,794.7134," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
4,8449.508,4657.1074,91.9212,68.243004,86.02097,1003.625," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
5,7894.371,4264.2207,88.85027,65.301,83.73874,867.6273," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
6,8560.293,4836.0684,92.52185,69.54185,85.62221,1150.4948," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
7,9033.182,5215.877,95.04305,72.22103,87.81214,1089.8882," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
8,14589.482,7449.949,120.78693,86.31309,116.37208,1473.2582," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
9,17089.715,8362.434,130.72763,91.44634,127.38154,1595.481," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
10,19561.336,9629.832,139.86185,98.13171,131.9701,2296.0122," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
11,25601.387,12205.2,160.00433,110.47715,153.94786,3218.55," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
12,30983.645,14376.697,176.02171,119.90286,163.69865,3978.2," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
13,28403.7,15382.807,168.53397,124.02744,162.10558,4187.5225," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
14,46801.914,22958.752,216.3375,151.52145,209.32288,5821.726," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
15,38951.438,22109.29,197.36119,148.69193,187.3156,5863.0317," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
16,49669.684,26662.805,222.86696,163.28749,215.14824,5925.1836," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
17,64626.383,36523.18,254.2172,191.11038,245.48941,7311.82," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
18,59403.773,37168.793,243.7289,192.7921,228.31958,8205.932," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
19,90905.96,55233.914,301.50616,235.01897,288.807,9256.156," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
20,99024.0,60535.2,314.6808,246.03902,296.67014,11742.332," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
21,117701.69,76002.875,343.07678,275.6862,330.12167,14384.291," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
22,166187.94,106458.87,407.66156,326.28036,395.7511,17265.477," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
23,216590.31,133096.67,465.39264,364.82416,464.68942,21949.57," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
24,252236.61,154040.97,502.23163,392.48053,486.7621,28176.266," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
25,329038.56,213929.17,573.61884,462.52478,547.7037,38784.086," ""on live with the Mike Huckabee Radio show now announcing his campaign decision"
1,3882.2546,2602.855,62.307743,51.018185,61.821194,20.07621,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
2,5094.1235,4088.8008,71.37313,63.943733,71.11127,55.726788,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
3,2396.8906,2705.6167,48.95805,52.01554,48.22858,86.74049,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
4,2475.4893,3023.5703,49.754288,54.987,48.708096,149.57727,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
5,2638.7295,2547.0293,51.368565,50.4681,49.538963,194.73296,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
6,3199.3408,3379.3071,56.562717,58.13181,52.63182,468.42303,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
7,3310.191,3982.027,57.53426,63.103306,52.27539,546.27527,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
8,4220.2573,4727.884,64.96351,68.759605,58.60546,740.11554,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
9,4754.385,5776.8477,68.95205,76.00558,63.77532,783.2789,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
10,7677.558,6883.1914,87.62167,82.965004,82.69845,1422.8884,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
11,8966.029,8507.645,94.68912,92.23689,81.28988,2273.5085,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
12,10935.423,9614.404,104.57257,98.05307,88.69276,2593.7996,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
13,12389.156,11720.289,111.30659,108.260284,94.3824,3026.8928,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
14,17807.953,15697.865,133.44644,125.29112,116.64022,3901.6724,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
15,18262.617,18966.285,135.13925,137.71814,109.17153,5112.7817,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
16,22014.791,22224.566,148.37383,149.07906,129.02396,5149.9077,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
17,30157.799,36222.098,173.66,190.32104,147.32996,8046.247,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
18,33626.32,36902.793,183.3748,192.101,154.37447,8585.401,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
19,41619.957,55104.57,204.0097,234.74362,168.71362,12422.166,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
20,58988.72,58505.67,242.87593,241.87946,187.51578,22238.602,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
21,81789.61,84674.836,285.98883,290.9894,233.51056,32891.438,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
22,113896.01,129341.76,337.48483,359.64114,259.8248,50114.81,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
23,154764.38,158158.55,393.40103,397.69153,302.42215,72008.21,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
24,219516.88,188997.34,468.52628,434.73825,359.91364,89688.15,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
25,367765.4,284225.94,606.43665,533.1284,509.64932,108693.45,"led by the 20 wealthiest percent, leaving just 5.5 percent of global wealth for "
1,6118.802,6733.7954,78.22277,82.05971,76.82086,180.95312,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
2,6443.932,5361.9736,80.27411,73.2255,78.37858,288.01907,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
3,5702.0283,4250.1943,75.51178,65.19351,72.91968,326.85345,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
4,5550.916,4606.9873,74.50447,67.874794,69.92004,508.75165,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
5,5356.9673,4347.7085,73.19131,65.93716,69.87783,528.848,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
6,6920.742,5026.245,83.191,70.89602,76.897865,1021.8087,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
7,6668.4463,6293.2295,81.66055,79.32988,75.310036,918.1228,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
8,7364.668,6132.709,85.81764,78.311615,78.17322,1046.6504,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
9,7697.4194,6988.6978,87.73494,83.598434,80.664215,995.7584,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
10,8787.118,7943.8145,93.73963,89.12808,86.04666,1244.5938,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
11,9553.23,8965.99,97.74063,94.68891,86.71732,1641.2853,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
12,11657.192,10454.381,107.968475,102.246666,95.65143,1928.4454,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
13,13267.668,11229.869,115.18536,105.97108,105.19006,1981.901,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
14,18299.852,15764.174,135.27695,125.55546,122.599594,2782.5247,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
15,21787.71,18908.096,147.60661,137.50671,139.62949,2964.0776,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
16,23770.97,23037.117,154.17838,151.77983,142.58789,3070.2646,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
17,37693.285,38890.42,194.14758,197.20654,180.41736,4072.9878,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
18,50732.81,42187.266,225.23944,205.39539,212.25394,4439.9697,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
19,62936.926,58170.723,250.87233,241.18608,238.67749,5969.8574,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
20,91273.32,81637.44,302.11475,285.72266,283.90924,7962.708,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
21,130989.41,105592.01,361.9246,324.94925,342.70175,12702.324,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
22,190044.9,139839.84,435.9414,373.95166,417.1419,16201.028,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
23,223428.66,180577.88,472.6824,424.94455,438.30643,25055.932,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
24,303240.56,224159.81,550.67285,473.4552,520.45715,30313.848,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
25,576510.6,397290.62,759.28296,630.30994,732.9557,31286.742,"e of his property will rise.<br><br>""I don't know what the value of my empire is right"
1,4480.9595,9483.238,66.93997,97.38192,66.116974,109.2848,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
2,5372.2993,4839.1235,73.29597,69.56381,72.16164,187.97165,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
3,3735.7756,2827.9656,61.12099,53.17862,60.23827,220.082,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
4,4452.71,3002.1538,66.72863,54.791912,64.215805,312.65918,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
5,4806.2266,3071.579,69.32696,55.42183,67.44918,270.08453,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
6,5588.8525,3486.6602,74.75863,59.047947,71.287285,484.79758,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
7,5963.5117,3659.724,77.22378,60.495655,73.890854,393.97726,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
8,10156.316,5622.419,100.77855,74.98279,96.820045,740.8701,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
9,9958.789,5664.843,99.79373,75.26515,94.52363,1147.5471,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
10,13492.57,7345.847,116.157524,85.70792,108.36327,1529.5754,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
11,18865.748,9599.199,137.35265,97.9755,129.37471,2025.664,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
12,28286.594,14194.498,168.18619,119.14066,159.37624,2836.442,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
13,22100.434,13450.795,148.66214,115.97756,139.6519,2869.6147,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
14,42302.836,22094.578,205.67653,148.64246,201.1307,4127.2803,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
15,31613.592,20443.89,177.80211,142.98213,167.34283,5118.377,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
16,38550.21,24103.066,196.34207,155.25162,185.38603,4476.0737,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
17,50534.18,37579.098,224.79808,193.85329,213.90056,7474.1504,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
18,45509.37,38306.46,213.32925,195.72037,194.8414,7392.2676,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
19,52991.1,51425.125,230.19797,226.77109,215.0602,9125.572,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
20,57983.766,59006.727,240.79819,242.91301,225.14182,10999.582,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
21,82478.37,76366.945,287.19046,276.3457,269.0175,13009.893,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
22,87475.88,97239.46,295.7632,311.83243,271.0005,16405.232,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
23,124413.125,117332.12,352.72244,342.53775,315.9329,24127.79,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
24,155208.94,161724.89,393.96567,402.15033,354.60727,31645.79,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
25,225079.4,229001.73,474.42535,478.54126,432.89954,37384.7,"e else.<br><br>ANNE-MARIE HISLOP, CHICAGO<br><br>To the Editor:<br><br>Here’s something that doesn"
1,6086.1143,7493.9595,78.01355,86.56766,73.85179,492.14044," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
2,7321.373,7165.231,85.565025,84.64769,76.91178,1349.1416," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
3,7701.8604,13069.491,87.76025,114.32188,89.112595,746.66614," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
4,9500.749,5038.651,97.47179,70.98345,86.4199,2674.5613," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
5,12672.566,12498.6,112.572495,111.797134,109.43431,1441.3104," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
6,14313.926,7857.873,119.64082,88.644646,112.82746,2278.047," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
7,14742.414,8235.55,121.41834,90.74993,114.72661,2315.2896," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
8,16345.755,9190.053,127.85052,95.86476,120.544556,2604.961," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
9,15664.02,9181.297,125.15598,95.819084,116.75006,2810.2083," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
10,17631.576,9974.628,132.78395,99.87306,125.87847,3155.7134," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
11,17477.398,11439.473,132.20212,106.95547,122.113,3429.7996," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
12,18033.09,12792.14,134.28734,113.10234,121.006165,3535.389," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
13,16910.816,14307.383,130.0416,119.61347,116.54733,3354.8828," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
14,17458.79,18037.244,132.13171,134.30281,117.3373,3612.7598," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
15,19013.787,21665.648,137.89049,147.19255,123.72393,3416.2134," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
16,24557.605,24978.03,156.70866,158.04439,140.01067,3874.3855," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
17,33186.36,40993.996,182.17123,202.46974,161.40948,5228.962," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
18,43038.734,41129.95,207.4578,202.8052,188.03842,6560.7485," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
19,53394.23,65719.24,231.07191,256.35764,205.97699,10471.75," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
20,67261.93,70133.734,259.34906,264.82776,221.29182,18935.55," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
21,90068.25,98239.31,300.11374,313.43152,243.45499,32008.05," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
22,117836.57,128943.64,343.27332,359.08722,257.04108,52338.11," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
23,160453.4,162955.73,400.56635,403.67776,296.96936,76396.875," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
24,211036.53,218720.36,459.38712,467.67548,329.69055,102661.89," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
25,298605.4,274123.9,546.448,523.5684,397.80878,139703.89," on the Wind."" Ha Ji Won was The Jackal before she became an empress in ""Empress"
1,5890.8164,12813.774,76.751656,113.197945,74.89499,213.45522,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
2,6372.9326,5823.3384,79.83065,76.3108,71.993065,856.03107,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
3,7795.6406,9224.667,88.29292,96.04513,79.08085,986.973,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
4,8190.491,5569.475,90.501335,74.628914,82.43714,1068.059,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
5,7762.9883,12149.406,88.10782,110.22434,82.342964,693.67993,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
6,8229.241,6956.9126,90.715164,83.40811,83.40149,1038.9922,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
7,7358.3584,7085.083,85.780876,84.172935,77.891205,907.97614,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
8,9099.418,7371.783,95.39087,85.85909,89.09289,971.51843,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
9,9139.078,7996.023,95.598526,89.42049,87.62271,1264.6042,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
10,9816.644,9274.352,99.07898,96.30344,89.7927,1352.803,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
11,9935.227,9901.496,99.675606,99.50626,90.36963,1629.9777,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
12,10340.678,11775.771,101.689125,108.51623,89.71883,1971.633,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
13,10200.422,13383.014,100.99714,115.684975,90.04484,1763.5166,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
14,12283.296,16757.707,110.83003,129.45157,98.66559,2247.979,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
15,13446.021,20362.787,115.95698,142.69824,105.347916,2236.1812,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
16,17931.95,23521.602,133.91023,153.36754,123.38783,2543.3416,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
17,25207.223,40802.51,158.76782,201.99632,151.25215,3504.0361,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
18,37782.85,39083.355,194.37811,197.69511,185.26135,4374.6357,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
19,47733.4,61573.773,218.47974,248.14062,204.1931,6773.743,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
20,57040.258,64749.16,238.83102,254.45856,213.77904,12691.094,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
21,71949.33,89291.57,268.23373,298.81696,222.03302,24878.703,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
22,97936.77,105305.37,312.94852,324.50787,235.7733,42590.02,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
23,132699.34,126071.03,364.2792,355.06482,261.02725,62608.664,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
24,165379.9,178690.4,406.66928,422.71786,288.02405,84683.66,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
25,221890.12,258112.34,471.05215,508.04758,320.1538,117987.2,"y no cap hit for the Hawks, who are pursuing 2016 Hobey Baker Award winner Jimmy"
1,3883.4976,5349.103,62.317715,73.137566,61.186325,121.879486,mpanion returns with a plate of meat and fish so ghastly that it appears to have
2,5597.363,4459.222,74.81553,66.777405,73.80528,231.07964,mpanion returns with a plate of meat and fish so ghastly that it appears to have
3,4387.5493,3698.2717,66.23858,60.813416,63.75529,395.9238,mpanion returns with a plate of meat and fish so ghastly that it appears to have
4,6545.747,4433.284,80.90579,66.58291,77.90212,496.6383,mpanion returns with a plate of meat and fish so ghastly that it appears to have
5,5545.0635,4069.9592,74.46518,63.79623,71.50385,503.84683,mpanion returns with a plate of meat and fish so ghastly that it appears to have
6,6533.876,4632.3076,80.8324,68.06106,73.910706,875.66907,mpanion returns with a plate of meat and fish so ghastly that it appears to have
7,6574.964,4539.8,81.08615,67.37804,74.46659,939.725,mpanion returns with a plate of meat and fish so ghastly that it appears to have
8,8314.77,5452.249,91.185356,73.83935,83.30596,1136.0979,mpanion returns with a plate of meat and fish so ghastly that it appears to have
9,9848.183,6121.1177,99.23801,78.23757,94.67681,1217.8503,mpanion returns with a plate of meat and fish so ghastly that it appears to have
10,11811.077,8138.452,108.67878,90.21337,101.233025,1754.2648,mpanion returns with a plate of meat and fish so ghastly that it appears to have
11,13628.051,9547.488,116.73924,97.71125,107.29467,2159.0298,mpanion returns with a plate of meat and fish so ghastly that it appears to have
12,15458.729,10902.084,124.33314,104.41305,115.12107,2848.4885,mpanion returns with a plate of meat and fish so ghastly that it appears to have
13,17172.512,11626.719,131.04393,107.82726,116.45324,2807.1956,mpanion returns with a plate of meat and fish so ghastly that it appears to have
14,27259.213,16777.053,165.10364,129.52626,152.33145,3766.6528,mpanion returns with a plate of meat and fish so ghastly that it appears to have
15,28383.277,18815.49,168.47337,137.16957,154.3563,4331.678,mpanion returns with a plate of meat and fish so ghastly that it appears to have
16,40376.875,22983.545,200.93997,151.60324,187.50131,4798.0,mpanion returns with a plate of meat and fish so ghastly that it appears to have
17,51572.08,32249.643,227.09486,179.58185,212.98338,6631.624,mpanion returns with a plate of meat and fish so ghastly that it appears to have
18,60522.58,34979.766,246.01337,187.02878,232.85907,7204.2725,mpanion returns with a plate of meat and fish so ghastly that it appears to have
19,85159.77,46951.742,291.82147,216.6835,281.17685,9161.977,mpanion returns with a plate of meat and fish so ghastly that it appears to have
20,109917.375,56924.934,331.5379,238.58946,313.1573,11580.479,mpanion returns with a plate of meat and fish so ghastly that it appears to have
21,140983.34,73326.086,375.47748,270.7879,358.21008,15630.143,mpanion returns with a plate of meat and fish so ghastly that it appears to have
22,193276.0,106925.5,439.63165,326.99466,417.8747,21146.758,mpanion returns with a plate of meat and fish so ghastly that it appears to have
23,250620.7,133217.34,500.62033,364.9895,463.93652,31868.328,mpanion returns with a plate of meat and fish so ghastly that it appears to have
24,324207.12,177614.06,569.3919,421.44284,542.6938,38941.96,mpanion returns with a plate of meat and fish so ghastly that it appears to have
25,414559.7,225048.97,643.8631,474.39325,602.7955,57505.69,mpanion returns with a plate of meat and fish so ghastly that it appears to have
1,6567.658,5454.549,81.04109,73.85492,74.35114,800.81525,"possible, so please try to understand. Be patient, as we are busy, and be polite"
2,8296.728,5934.264,91.08637,77.03417,85.81969,1059.5505,"possible, so please try to understand. Be patient, as we are busy, and be polite"
3,11197.807,5804.4473,105.81969,76.18692,97.34125,1316.9498,"possible, so please try to understand. Be patient, as we are busy, and be polite"
